Valence,Negativo,Neutro,Positivo,Creado,Comentario
0.2344,0.168,0.635,0.197,2018-09-13 00:25:30,"RT @itsintaaan: i just love how he tries so hard to stay calm by saying ""Allah, Subhanallah"" etc instead of getting all red and furious cos\xe2\x80\xa6"
0.5719,0.0,0.821,0.179,2018-09-13 00:25:30,RT @mefeater: Happy Birthday to Paul Walker. Today he would have turned 45 years old. RIP \xf0\x9f\x96\xa4 https://t.co/kVL5PD1yeQ
0.8478,0.0,0.613,0.387,2018-09-13 00:25:30,"RT @iHeartRadio: Happy birthday to the love of my life, RM of @BTS_twt! \xe2\x9d\xa3\xef\xb8\x8f https://t.co/ymPYEs5OcH"
0.9131,0.0,0.527,0.473,2018-09-13 00:25:30,RT @LGMobileGlobal: Happy Birthday to the passionate leader of #BTS #RM!! Let's celebrate at #BTSSTUDIObyLG! https://t.co/RPCwyyFBIq
0.3802,0.0,0.88,0.12,2018-09-13 00:25:30,"RT @AGT: For RM\xe2\x80\x99s birthday, we got him a photo with his biggest fan @tyrabanks. \xf0\x9f\x92\x9c \n\nHAPPY BIRTHDAY, ANGEL! #BTSonAGT https://t.co/X16TXhRhbG"
0.8324,0.0,0.746,0.254,2018-09-13 00:25:30,"RT @tyrabanks: Retweet to say HAPPY BIRTHDAY to the fierce RM! \n\nWe finally got our pic together! You are inspiring so many, and you\xe2\x80\x99re bri\xe2\x80\xa6"
0.5719,0.0,0.654,0.346,2018-09-13 00:25:30,6.49am \xe2\x98\x80\xef\xb8\x8f\xe2\x98\x80\xef\xb8\x8f\n913 happy birthday \xf0\x9f\x8e\x82\xf0\x9f\x8e\x82\xf0\x9f\x8e\x81\xf0\x9f\x8e\x88\n#birthday #holiday #insta https://t.co/2Y1DhFPwsG
0.6103,0.129,0.6,0.271,2018-09-13 00:25:30,"RT @SaviorOfAnimals: \xf0\x9f\x92\x9c\xf0\x9f\x92\x9cYahoo! PORSHA, 4, didn\xe2\x80\x99t get killed by NYCACC! Thank you to all who pledged for her. We wish her a happy home and li\xe2\x80\xa6"
0.6114,0.0,0.8,0.2,2018-09-13 00:25:30,RT @naaadmd: A plane just flew by carrying a message for Namjoon's Birthday! 'Happy RM Day \xe2\x9d\xa4'\n\n#BTS #BTSLoveYourselfTour #LoveYourselfInOak\xe2\x80\xa6
0.7088,0.0,0.629,0.371,2018-09-13 00:25:29,RT @radiodisney: Wishing Happy Birthday to RM of #BTS! @bts_bighit @BTS_twt https://t.co/Z8FdBTQRSj
0.9517,0.0,0.538,0.462,2018-09-13 00:25:29,RT @NICKIMINAJ: \xf0\x9f\x99\x8f\xf0\x9f\x8f\xbe I\xe2\x80\x99m just happy there are people who are not afraid to speak the truth. God bless all of my supporters. I love you so muc\xe2\x80\xa6
0.9199,0.0,0.534,0.466,2018-09-13 00:25:29,"Happy Birthday to a special @kerenalopez3 ..So many laughs, memories, car rides I can go on about!! Hope you\xe2\x80\x99ve enj\xe2\x80\xa6 https://t.co/8pfAzqCnDF"
0.8306,0.0,0.673,0.327,2018-09-13 00:25:29,"RT @WORLDMUSICAWARD: Happy 24th Birthday to the handsome and supertalented leader of #BTS, #RM! #HappyRMday! #RMGalaxyDay! @BTS_twt \n\xe2\x9d\xa4\xef\xb8\x8f\xf0\x9f\x87\xb0\xf0\x9f\x87\xb7\xf0\x9f\x8e\xb6\xf0\x9f\x8e\xa4\xe2\x80\xa6"
0.9517,0.0,0.538,0.462,2018-09-13 00:25:29,RT @NICKIMINAJ: \xf0\x9f\x99\x8f\xf0\x9f\x8f\xbe I\xe2\x80\x99m just happy there are people who are not afraid to speak the truth. God bless all of my supporters. I love you so muc\xe2\x80\xa6
0.0772,0.225,0.53,0.245,2018-09-13 00:25:29,let that hurt go and get that happy glow \xf0\x9f\xa4\x97\xf0\x9f\x98\x8d
0.9485,0.0,0.443,0.557,2018-09-13 00:25:29,"A4 Come to school happy to see them, be positive, supportive and caring. Everyone needs a cheerleader, someone who cares #122edchat"
0.6114,0.0,0.6,0.4,2018-09-13 00:25:29,Happy Driving Day to your mommy! https://t.co/5QYuZOmqfO
0.0,0.0,1.0,0.0,2018-09-13 00:25:29,@cathhewat123 @jamomoha5 @BMWX5M211 @RachelDurieux @jaimemiserachi @Mishoni54 @fryld @semsemafandy77 @Rathod868855\xe2\x80\xa6 https://t.co/KOxnn58MI2
0.8324,0.0,0.746,0.254,2018-09-13 00:25:29,"RT @tyrabanks: Retweet to say HAPPY BIRTHDAY to the fierce RM! \n\nWe finally got our pic together! You are inspiring so many, and you\xe2\x80\x99re bri\xe2\x80\xa6"
0.7199,0.0,0.782,0.218,2018-09-13 00:25:29,RT @SuperStarBTStwt: HAPPY BIRTHDAY #\xeb\xb0\xa9\xed\x83\x84\xec\x86\x8c\xeb\x85\x84\xeb\x8b\xa8 #\xea\xb9\x80\xeb\x82\xa8\xec\xa4\x80 #RM\nPremium Card Pack is the birthday gift!\nCheck your inbox in the game now!\n#\xeb\x82\xa8\xec\xa4\x80_\xeb\x84\x8c_\xeb\x82\x98\xec\x9d\x98_\xec\x82\xac\xeb\x9e\x8c\xec\x82\xac\xeb\x9e\x91\xe2\x80\xa6
-0.3818,0.102,0.898,0.0,2018-09-13 00:25:29,"RT @Camila_Cabello: i saw this with my family and we all cried, @AlejandroSanz has been the soundtrack to so many of our memories as a fami\xe2\x80\xa6"
0.5719,0.0,0.684,0.316,2018-09-13 00:25:29,RT @technokats: @TonyElumeluFDN Happy 90th birthday to MAMA ELUMELU
0.7717,0.0,0.599,0.401,2018-09-13 00:25:29,RT @timelesssports_: Happy #NationalVideoGameDay \xf0\x9f\x8e\xae \n\nWhat's your favorite video game ever? https://t.co/ewR2bBHo2F
0.7777,0.0,0.57,0.43,2018-09-13 00:25:29,I liked a @YouTube video https://t.co/AVw0bSFdTO [ENGSUB] BTS Live : Happy RM Day! 180912
0.8581,0.0,0.106,0.894,2018-09-13 00:25:29,more happy love
0.6114,0.0,0.715,0.285,2018-09-13 00:25:29,RT @ALDUBFOREVER167: Happy #ALDUB165thWeeksary  \xf0\x9f\x8e\x89\xf0\x9f\x8e\x89\xf0\x9f\x8e\x89ADN ! @ofctrendsetter @teamalaya1 @AMInaticsOFC @ALDUB_POETweets @AIFam16 @ADNPerkyMessi\xe2\x80\xa6
0.3802,0.0,0.88,0.12,2018-09-13 00:25:29,"RT @AGT: For RM\xe2\x80\x99s birthday, we got him a photo with his biggest fan @tyrabanks. \xf0\x9f\x92\x9c \n\nHAPPY BIRTHDAY, ANGEL! #BTSonAGT https://t.co/X16TXhRhbG"
